Customer_ID;External_Customer_Code;Age;Gender;City_id
555;CUST_00555;39;Male;10
556;CUST_00556;30;Female;2
557;CUST_00557;29;Female;2
558;CUST_00558;29;Male;4
559;CUST_00559;39;Female;1
560;CUST_00560;29;Female;1
561;CUST_00561;38;Female;2
562;CUST_00562;59;Male;3
563;CUST_00563;45;Male;10
564;CUST_00564;31;Male;2
565;CUST_00565;49;Male;2
566;CUST_00566;30;Male;9
567;CUST_00567;18;Male;10
568;CUST_00568;22;Female;4
569;CUST_00569;18;Male;8
570;CUST_00570;30;Male;8
571;CUST_00571;35;Male;8
572;CUST_00572;55;Female;4
573;CUST_00573;38;Female;4
574;CUST_00574;32;Female;2
575;CUST_00575;44;Male;5
576;CUST_00576;18;Female;6
577;CUST_00577;37;Male;2
578;CUST_00578;44;Male;5
579;CUST_00579;18;Male;5
580;CUST_00580;48;Male;9
581;CUST_00581;39;Male;3
582;CUST_00582;30;Female;9
583;CUST_00583;42;Female;2
584;CUST_00584;62;Male;7
585;CUST_00585;37;Female;7
586;CUST_00586;37;Male;2
587;CUST_00587;29;Male;2
588;CUST_00588;24;Female;9
589;CUST_00589;44;Female;1
590;CUST_00590;24;Male;3
591;CUST_00591;35;Male;2
592;CUST_00592;29;Female;2
593;CUST_00593;40;Female;4
594;CUST_00594;39;Female;2
595;CUST_00595;47;Male;10
596;CUST_00596;28;Male;6
597;CUST_00597;31;Male;2
598;CUST_00598;23;Male;2
599;CUST_00599;29;Female;1
600;CUST_00600;39;Male;2
601;CUST_00601;44;Male;7
602;CUST_00602;23;Female;4
603;CUST_00603;45;Female;2
604;CUST_00604;51;Male;4
605;CUST_00605;39;Female;2
606;CUST_00606;57;Female;2
607;CUST_00607;25;Female;2
608;CUST_00608;20;Male;3
609;CUST_00609;18;Female;5
610;CUST_00610;52;Female;7
611;CUST_00611;42;Male;1
612;CUST_00612;34;Male;1
613;CUST_00613;38;Female;6
614;CUST_00614;21;Male;8
615;CUST_00615;64;Female;9
616;CUST_00616;36;Male;2
617;CUST_00617;36;Male;2
618;CUST_00618;43;Male;10
619;CUST_00619;40;Female;7
620;CUST_00620;37;Male;7
621;CUST_00621;25;Female;10
622;CUST_00622;40;Female;5
623;CUST_00623;57;Female;4
624;CUST_00624;51;Female;5
625;CUST_00625;54;Female;9
626;CUST_00626;28;Male;7
627;CUST_00627;23;Female;1
628;CUST_00628;33;Female;2
629;CUST_00629;35;Male;6
630;CUST_00630;48;Male;4
631;CUST_00631;18;Female;3
632;CUST_00632;53;Male;2
633;CUST_00633;33;Female;1
634;CUST_00634;29;Male;8
635;CUST_00635;22;Male;2
636;CUST_00636;18;Female;1
637;CUST_00637;44;Male;1
638;CUST_00638;35;Male;10
639;CUST_00639;19;Female;2
640;CUST_00640;19;Male;3
641;CUST_00641;30;Female;4
642;CUST_00642;55;Female;5
643;CUST_00643;31;Female;4
644;CUST_00644;18;Male;1
645;CUST_00645;32;Male;2
646;CUST_00646;31;Female;2
647;CUST_00647;18;Female;6
648;CUST_00648;34;Female;2
649;CUST_00649;32;Female;1
650;CUST_00650;43;Male;6
651;CUST_00651;57;Male;1
652;CUST_00652;48;Male;2
653;CUST_00653;31;Male;8
654;CUST_00654;21;Male;5
655;CUST_00655;65;Female;2
656;CUST_00656;35;Male;2
657;CUST_00657;35;Male;9
658;CUST_00658;34;Male;2
659;CUST_00659;37;Female;9
660;CUST_00660;33;Female;2
661;CUST_00661;28;Female;3
662;CUST_00662;28;Female;1
663;CUST_00663;34;Male;5
664;CUST_00664;28;Female;1
665;CUST_00665;26;Male;10
666;CUST_00666;36;Male;2
667;CUST_00667;31;Female;2
668;CUST_00668;53;Female;8
669;CUST_00669;18;Male;6
670;CUST_00670;48;Male;5
671;CUST_00671;49;Female;4
672;CUST_00672;18;Male;3
673;CUST_00673;30;Male;4
674;CUST_00674;30;Male;9
675;CUST_00675;18;Male;5
676;CUST_00676;25;Female;1
677;CUST_00677;21;Male;3
678;CUST_00678;56;Male;7
679;CUST_00679;46;Female;2
680;CUST_00680;50;Female;10
681;CUST_00681;43;Male;2
682;CUST_00682;21;Male;7
683;CUST_00683;28;Male;2
684;CUST_00684;40;Female;2
685;CUST_00685;20;Female;4
686;CUST_00686;43;Female;6
687;CUST_00687;32;Female;3
688;CUST_00688;30;Female;9
689;CUST_00689;43;Female;4
690;CUST_00690;40;Female;2
691;CUST_00691;30;Male;8
692;CUST_00692;48;Other;6
693;CUST_00693;22;Male;4
694;CUST_00694;42;Male;1
695;CUST_00695;42;Female;4
696;CUST_00696;31;Male;1
697;CUST_00697;38;Female;8
698;CUST_00698;19;Female;6
699;CUST_00699;46;Male;3
700;CUST_00700;32;Female;6
701;CUST_00701;28;Male;2
702;CUST_00702;47;Male;3
703;CUST_00703;26;Female;6
704;CUST_00704;18;Female;2
705;CUST_00705;18;Female;10
706;CUST_00706;42;Male;1
707;CUST_00707;19;Female;7
708;CUST_00708;56;Male;4
709;CUST_00709;18;Female;8
710;CUST_00710;55;Male;2
711;CUST_00711;37;Female;1
712;CUST_00712;33;Male;9
713;CUST_00713;28;Male;7
714;CUST_00714;39;Female;2
715;CUST_00715;34;Female;1
716;CUST_00716;48;Female;1
717;CUST_00717;36;Female;10
718;CUST_00718;36;Female;8
719;CUST_00719;30;Female;8
720;CUST_00720;34;Male;4
721;CUST_00721;38;Female;7
722;CUST_00722;18;Male;4
723;CUST_00723;18;Female;2
724;CUST_00724;43;Female;6
725;CUST_00725;37;Female;5
726;CUST_00726;32;Female;7
727;CUST_00727;35;Female;6
728;CUST_00728;39;Female;10
729;CUST_00729;28;Male;5
730;CUST_00730;25;Female;4
731;CUST_00731;37;Male;1
732;CUST_00732;23;Female;9
733;CUST_00733;39;Male;3
734;CUST_00734;18;Male;1
735;CUST_00735;47;Male;4
736;CUST_00736;40;Male;4
737;CUST_00737;38;Female;2
738;CUST_00738;46;Male;5
739;CUST_00739;54;Female;4
740;CUST_00740;47;Male;3
741;CUST_00741;18;Female;2
742;CUST_00742;19;Female;6
743;CUST_00743;27;Female;2
744;CUST_00744;35;Female;8
745;CUST_00745;41;Male;6
746;CUST_00746;26;Female;10
747;CUST_00747;37;Male;2
748;CUST_00748;25;Female;2
749;CUST_00749;27;Female;2
750;CUST_00750;18;Male;1
751;CUST_00751;23;Female;10
752;CUST_00752;18;Female;6
753;CUST_00753;23;Male;6
754;CUST_00754;47;Male;6
755;CUST_00755;23;Male;1
756;CUST_00756;66;Female;2
757;CUST_00757;40;Female;2
758;CUST_00758;37;Male;7
759;CUST_00759;24;Male;6
760;CUST_00760;43;Female;2
761;CUST_00761;28;Female;2
762;CUST_00762;36;Male;3
763;CUST_00763;65;Male;8
764;CUST_00764;33;Female;10
765;CUST_00765;48;Male;4
766;CUST_00766;26;Male;1
767;CUST_00767;34;Female;9
768;CUST_00768;56;Female;7
769;CUST_00769;27;Male;1
770;CUST_00770;56;Male;7
771;CUST_00771;43;Male;8
772;CUST_00772;28;Male;1
773;CUST_00773;42;Female;4
774;CUST_00774;46;Male;2
775;CUST_00775;42;Female;2
776;CUST_00776;18;Female;8
777;CUST_00777;26;Male;1
778;CUST_00778;32;Male;7
779;CUST_00779;34;Female;9
780;CUST_00780;42;Female;2
781;CUST_00781;37;Female;4
782;CUST_00782;18;Male;7
783;CUST_00783;39;Female;7
784;CUST_00784;42;Female;8
785;CUST_00785;41;Female;1
786;CUST_00786;47;Male;4
787;CUST_00787;45;Female;6
788;CUST_00788;40;Female;9
789;CUST_00789;34;Male;1
790;CUST_00790;18;Female;5
791;CUST_00791;40;Male;1
792;CUST_00792;37;Male;9
793;CUST_00793;38;Male;10
794;CUST_00794;19;Female;4
795;CUST_00795;22;Male;6
796;CUST_00796;47;Male;1
797;CUST_00797;34;Female;1
798;CUST_00798;43;Male;2
799;CUST_00799;35;Female;2
800;CUST_00800;35;Female;1
801;CUST_00801;46;Female;8
802;CUST_00802;28;Female;6
803;CUST_00803;36;Female;2
804;CUST_00804;29;Male;3
805;CUST_00805;29;Female;6
806;CUST_00806;31;Male;9
807;CUST_00807;37;Female;10
808;CUST_00808;29;Male;2
809;CUST_00809;50;Female;4
810;CUST_00810;24;Female;10
811;CUST_00811;32;Female;2
812;CUST_00812;29;Male;2
813;CUST_00813;52;Male;2
814;CUST_00814;37;Female;1
815;CUST_00815;47;Female;4
816;CUST_00816;18;Male;4
817;CUST_00817;38;Female;2
818;CUST_00818;45;Female;10
819;CUST_00819;35;Male;6
820;CUST_00820;47;Female;1
821;CUST_00821;28;Female;2
822;CUST_00822;51;Male;2
823;CUST_00823;62;Male;1
824;CUST_00824;30;Female;2
825;CUST_00825;29;Female;1
826;CUST_00826;52;Male;10
827;CUST_00827;53;Female;6
828;CUST_00828;28;Female;2
829;CUST_00829;29;Female;1
830;CUST_00830;31;Male;6
831;CUST_00831;18;Female;3
832;CUST_00832;23;Male;8
833;CUST_00833;22;Male;6
834;CUST_00834;25;Male;1
835;CUST_00835;34;Female;1
836;CUST_00836;37;Female;3
837;CUST_00837;53;Male;2
838;CUST_00838;23;Female;9
839;CUST_00839;46;Male;10
840;CUST_00840;32;Male;10
841;CUST_00841;34;Other;2
842;CUST_00842;43;Female;6
843;CUST_00843;21;Male;4
844;CUST_00844;39;Female;2
845;CUST_00845;36;Male;1
846;CUST_00846;40;Male;3
847;CUST_00847;38;Female;6
848;CUST_00848;64;Female;4
849;CUST_00849;27;Male;2
850;CUST_00850;28;Female;8
851;CUST_00851;27;Female;8
852;CUST_00852;28;Male;6
853;CUST_00853;27;Female;4
854;CUST_00854;49;Female;4
855;CUST_00855;52;Female;6
856;CUST_00856;28;Female;2
857;CUST_00857;25;Female;5
858;CUST_00858;40;Male;6
859;CUST_00859;28;Female;1
860;CUST_00860;42;Female;4
861;CUST_00861;37;Male;7
862;CUST_00862;18;Female;2
863;CUST_00863;53;Female;1
864;CUST_00864;56;Female;10
865;CUST_00865;27;Male;1
866;CUST_00866;30;Male;7
867;CUST_00867;38;Female;2
868;CUST_00868;39;Male;8
869;CUST_00869;42;Female;2
870;CUST_00870;59;Male;2
871;CUST_00871;32;Male;3
